layer_geom_type_s,layer_modified_dt,solr_geom,dct_references_s,dc_rights_s,uuid,dct_provenance_s,dc_subject_sm,dc_description_s,dct_issued_s,dct_temporal_sm,dc_creator_sm,dc_identifier_s,dc_relation_sm,georss_polygon_s,solr_year_i,dc_publisher_sm,layer_id_s,georss_box_s,dc_title_s,dc_format_s,dct_spatial_sm,dct_isPartOf_sm,layer_slug_s,dc_type_s
Mixed,2016-12-30T13:42:05Z,"ENVELOPE(-93.46, -93.04, 45.09, 44.85)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/d67f042acef4454c851d8c7448b216f9_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/42/33/04/1f249d40aaadc765493d9e4521/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Neighborhoods/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/d67f042acef4454c851d8c7448b216f9_0.zip""}",Public,4233041f-249d-40aa-adc7-65493d9e4521,Minnesota,[u'Boundaries'],If there are any issues with the data please contact the Minneapolis GIS office. This polygon data layer represents all the neighborhoods in the City of Minneapolis as of 2015,2015,2015-2016,[u'City of Minneapolis'],4233041f-249d-40aa-adc7-65493d9e4521,,44.85 -93.46 45.09 -93.46 45.09 -93.04 44.85 -93.04 44.85 -93.46,2015,[u'City of Minneapolis'],4233041f-249d-40aa-adc7-65493d9e4521,44.85 -93.46 45.09 -93.04,"Neighborhoods: Minneapolis, Minnesota, 2015",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,4233041f-249d-40aa-adc7-65493d9e4521,Dataset
Mixed,2016-12-30T13:41:16Z,"ENVELOPE(-93.3290253457508, -93.2134906404745, 45.0149708862547, 44.9107185069228)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/a56d41c8f426417fa4d039958d135032_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/f6/71/d3/d15b0641369d733e69c3c72681/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Activity_Centers/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/a56d41c8f426417fa4d039958d135032_0.zip""}",Public,f671d3d1-5b06-4136-9d73-3e69c3c72681,Minnesota,[u'Planning and Cadastral'],For questions about this data please contact CPEDOpenData@minneapolismn.gov Designated land use features from the City's adopted comprehensive plan.,2015,2015-2016,[u'City of Minneapolis'],f671d3d1-5b06-4136-9d73-3e69c3c72681,,44.9107185069228 -93.3290253457508 45.0149708862547 -93.3290253457508 45.0149708862547 -93.2134906404745 44.9107185069228 -93.2134906404745 44.9107185069228 -93.3290253457508,2015,[u'City of Minneapolis'],f671d3d1-5b06-4136-9d73-3e69c3c72681,44.9107185069228 -93.3290253457508 45.0149708862547 -93.2134906404745,"Activity Centers: Minneapolis, Minnesota, 2015",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,f671d3d1-5b06-4136-9d73-3e69c3c72681,Dataset
Mixed,2016-12-30T13:42:03Z,"ENVELOPE(-93.329242557645, -93.196906054707, 45.0514098762642, 44.9013978427304)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/8d110c659d614474839c9c0642d8974a_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/e7/e4/b9/25f9754e1c8919eeabd1920b8e/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/trails/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/8d110c659d614474839c9c0642d8974a_0.zip""}",Public,e7e4b925-f975-4e1c-8919-eeabd1920b8e,Minnesota,[u'Transportation'],If there are any issues with the data please contact the Minneapolis GIS office This line data layer represents all the Pedestrian and Bicycle Trails in the City of Minneapolis as of 2015,2015,2015-2016,[u'City of Minneapolis'],e7e4b925-f975-4e1c-8919-eeabd1920b8e,,44.9013978427304 -93.329242557645 45.0514098762642 -93.329242557645 45.0514098762642 -93.196906054707 44.9013978427304 -93.196906054707 44.9013978427304 -93.329242557645,2015,[u'City of Minneapolis'],e7e4b925-f975-4e1c-8919-eeabd1920b8e,44.9013978427304 -93.329242557645 45.0514098762642 -93.196906054707,"Pedestrian and Bicycle Trails: Minneapolis, Minnesota, 2015",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,e7e4b925-f975-4e1c-8919-eeabd1920b8e,Dataset
Point,2017-04-03T14:51:34Z,"ENVELOPE(-93.3286595521816, -93.1985266392758, 45.0510425857995, 44.8911388963106)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/police-incidents-2016"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/bc/e4/67/c6fdcc4408a06a8e34d79218bc/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/PoliceOffense2016/FeatureServer/0/"",""http://schema.org/downloadUrl"":""https://opendata.arcgis.com/datasets/0b12e290edb64816a7cd5270fdd6bacb_0.zip""}",Public,bce467c6-fdcc-4408-a06a-8e34d79218bc,Minnesota,[u'Society'],For questions about this data please contact PoliceOpenData@minneapolismn.gov Police Incidents for 2016 Year-to-Date.,2016,2016-2017,[u'City of Minneapolis'],bce467c6-fdcc-4408-a06a-8e34d79218bc,,44.8911388963106 -93.3286595521816 45.0510425857995 -93.3286595521816 45.0510425857995 -93.1985266392758 44.8911388963106 -93.1985266392758 44.8911388963106 -93.3286595521816,2016,[u'City of Minneapolis'],bce467c6-fdcc-4408-a06a-8e34d79218bc,44.8911388963106 -93.3286595521816 45.0510425857995 -93.1985266392758,"Police Incidents: Minneapolis, Minnesota, 2016",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,bce467c6-fdcc-4408-a06a-8e34d79218bc,Dataset
Mixed,2016-12-30T13:42:18Z,"ENVELOPE(-93.32913577, -93.1938489, 45.05125116, 44.89047145)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/02ab4e12be434fee9d266531f563a6e8_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/ba/12/2b/8e5aa64fa2970bfeca005e083c/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Police_Precincts/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/02ab4e12be434fee9d266531f563a6e8_0.zip""}",Public,ba122b8e-5aa6-4fa2-970b-feca005e083c,Minnesota,[u'Boundaries'],The City of Minneapolis Police Department Precincts . For questions about this data please contact PoliceOpenData@minneapolismn.gov,2015,2015-2016,[u'City of Minneapolis'],ba122b8e-5aa6-4fa2-970b-feca005e083c,,44.89047145 -93.32913577 45.05125116 -93.32913577 45.05125116 -93.1938489 44.89047145 -93.1938489 44.89047145 -93.32913577,2015,[u'City of Minneapolis'],ba122b8e-5aa6-4fa2-970b-feca005e083c,44.89047145 -93.32913577 45.05125116 -93.1938489,"Minneapolis Police Precincts: Minneapolis, Minnesota, 2016",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,ba122b8e-5aa6-4fa2-970b-feca005e083c,Dataset
Point,2016-12-30T13:42:06Z,"ENVELOPE(-93.3291120536438, -93.1985841479154, 45.0512167483655, 44.8900809275192)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/311-incidents-2015"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/dd/ef/ff/5112524e64a637fd0473ea8957/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/311_Public_2015/FeatureServer/0"",""http://schema.org/downloadUrl"":""https://opendata.arcgis.com/datasets/b2fad8490dcb43b18185c380c8caf4cc_0.zip""}",Public,ddefff51-1252-4e64-a637-fd0473ea8957,Minnesota,[u'Society'],"For questions about this data please contact 311OpenData@minneapolismn.gov **Updated on December 3rd, 2015** The data provided are public-facing service requests that were taken by 311 contact center agents, or through online and mobile applications, and entered the Lagan CRM system during 2015.",2015,2010-2016,[u'City of Minneapolis'],ddefff51-1252-4e64-a637-fd0473ea8957,,44.8900809275192 -93.3291120536438 45.0512167483655 -93.3291120536438 45.0512167483655 -93.1985841479154 44.8900809275192 -93.1985841479154 44.8900809275192 -93.3291120536438,2010,[u'City of Minneapolis'],ddefff51-1252-4e64-a637-fd0473ea8957,44.8900809275192 -93.3291120536438 45.0512167483655 -93.1985841479154,"311 Incidents: Minneapolis, Minnesota, 2015",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,ddefff51-1252-4e64-a637-fd0473ea8957,Dataset
Point,2016-12-30T13:41:11Z,"ENVELOPE(-93.328930719836, -93.1985266392758, 45.053777702931, 44.8897490079546)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/500f9085d1ec4e0b944ba1fc4825ad5b_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/2c/e8/22/480c714439b37fa2911c5442d4/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Police_Incidents_2015/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/500f9085d1ec4e0b944ba1fc4825ad5b_0.zip""}",Public,2ce82248-0c71-4439-b37f-a2911c5442d4,Minnesota,[u'Society'],For questions about this data please contact PoliceOpenData@minneapolismn.gov Police Incidents for 2015.,2015,2015-2016,[u'City of Minneapolis'],2ce82248-0c71-4439-b37f-a2911c5442d4,,44.8897490079546 -93.328930719836 45.053777702931 -93.328930719836 45.053777702931 -93.1985266392758 44.8897490079546 -93.1985266392758 44.8897490079546 -93.328930719836,2015,[u'City of Minneapolis'],2ce82248-0c71-4439-b37f-a2911c5442d4,44.8897490079546 -93.328930719836 45.053777702931 -93.1985266392758,"Police Incidents: Minneapolis, Minnesota, 2015",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,2ce82248-0c71-4439-b37f-a2911c5442d4,Dataset
Point,2016-12-30T13:42:21Z,"ENVELOPE(-93.5401306150171, -93.1983795170836, 45.0511207569357, 44.8767585743011)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/e810bac18c35418b8442ef3b3d5d4b22_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/38/b0/84/863f804268b93df4a2ad28da44/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Police_Incidents_2013/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/e810bac18c35418b8442ef3b3d5d4b22_0.zip""}",Public,38b08486-3f80-4268-b93d-f4a2ad28da44,Minnesota,[u'Society'],For questions about this data please contact PoliceOpenData@minneapolismn.gov Police Incidents for 2013,2013,2013-2014,[u'City of Minneapolis'],38b08486-3f80-4268-b93d-f4a2ad28da44,,44.8767585743011 -93.5401306150171 45.0511207569357 -93.5401306150171 45.0511207569357 -93.1983795170836 44.8767585743011 -93.1983795170836 44.8767585743011 -93.5401306150171,2013,[u'City of Minneapolis'],38b08486-3f80-4268-b93d-f4a2ad28da44,44.8767585743011 -93.5401306150171 45.0511207569357 -93.1983795170836,"Police Incidents: Minneapolis, Minnesota, 2013",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,38b08486-3f80-4268-b93d-f4a2ad28da44,Dataset
Point,2016-12-30T13:41:09Z,"ENVELOPE(-93.328737, -93.201676, 45.051089, 44.891044)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/292171f6e5af4c37ad476ae959db299d_0"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Sales2014_2/FeatureServer/0/query?outFields=*&where=1%3D1"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/292171f6e5af4c37ad476ae959db299d_0.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/84/56/41/ebd0c64845bce6f08089c3004c/iso19139.xml""}",Public,845641eb-d0c6-4845-bce6-f08089c3004c,Minnesota,[u'Economy'],The Minneapolis Assessor's Office tracks and records every real property transaction in the city. This is public information.,2015,2014-2015,[u'City of Minneapolis'],845641eb-d0c6-4845-bce6-f08089c3004c,,44.891044 -93.328737 45.051089 -93.328737 45.051089 -93.201676 44.891044 -93.201676 44.891044 -93.328737,2014,[u'City of Minneapolis'],845641eb-d0c6-4845-bce6-f08089c3004c,44.891044 -93.328737 45.051089 -93.201676,"Property Sales: Minneapolis, Minnesota, 2014",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,845641eb-d0c6-4845-bce6-f08089c3004c,Dataset
Mixed,2016-12-30T13:42:33Z,"ENVELOPE(-93.3290771847041, -93.1953071953443, 45.0511598180844, 44.8906173367841)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/ccee069bb5424150b3d3a79fbdc35a9e_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/99/98/6f/f1801a4c6db5564c4ab6d883b7/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Future_LandUse/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/ccee069bb5424150b3d3a79fbdc35a9e_0.zip""}",Public,99986ff1-801a-4c6d-b556-4c4ab6d883b7,Minnesota,[u'Planning and Cadastral'],"For questions about this data please contact CPEDOpenData@minneapolismn.gov Parcel level future land use guidance from City's adopted comprehensive plan. This dataset provides guidance for future land use and development, along with land use features.",2015,2015-2016,[u'City of Minneapolis'],99986ff1-801a-4c6d-b556-4c4ab6d883b7,,44.8906173367841 -93.3290771847041 45.0511598180844 -93.3290771847041 45.0511598180844 -93.1953071953443 44.8906173367841 -93.1953071953443 44.8906173367841 -93.3290771847041,2015,[u'City of Minneapolis'],99986ff1-801a-4c6d-b556-4c4ab6d883b7,44.8906173367841 -93.3290771847041 45.0511598180844 -93.1953071953443,"Future Land Use: Minneapolis, Minnesota, 2015",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,99986ff1-801a-4c6d-b556-4c4ab6d883b7,Dataset
Point,2016-12-30T13:41:22Z,"ENVELOPE(-93.326761241597, -93.208779105617, 45.0475905220239, 44.8927088663169)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/77c3283978464432b9a391b8b9cf7885_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/37/c1/33/39d5944ac391d54059fd3217f1/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/AirQualitySurvey2015Update/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/77c3283978464432b9a391b8b9cf7885_0.zip""}",Public,37c13339-d594-4ac3-91d5-4059fd3217f1,Minnesota,"[u'Environment', u'Health']","For questions about this data please contact HealthOpenData@minneapolismn.gov For more information about Air Quality in the City of Minneapolis, check the Health Department's page on the City website Attribute Information Date ‰ÛÒ The month and year during which this sample was collected. Each sample is collected over a period of 72-hours. The exact dates of collection are not specified on this dataset.",2015,2015-2016,[u'City of Minneapolis'],37c13339-d594-4ac3-91d5-4059fd3217f1,,44.8927088663169 -93.326761241597 45.0475905220239 -93.326761241597 45.0475905220239 -93.208779105617 44.8927088663169 -93.208779105617 44.8927088663169 -93.326761241597,2015,[u'City of Minneapolis'],37c13339-d594-4ac3-91d5-4059fd3217f1,44.8927088663169 -93.326761241597 45.0475905220239 -93.208779105617,"Air Quality Survey: Minneapolis, Minnesota, 2015",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,37c13339-d594-4ac3-91d5-4059fd3217f1,Dataset
Point,2016-12-30T13:42:12Z,"ENVELOPE(-93.3287098886709, -93.2047120972542, 45.0510011973899, 44.8909681493227)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/4a50dcb6da524b18b9fab49947d7a3fa_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/5e/11/51/8051fe42b883c0adbec2a9fe93/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/PW_SpecialAssessments/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/4a50dcb6da524b18b9fab49947d7a3fa_0.zip""}",Public,5e115180-51fe-42b8-83c0-adbec2a9fe93,Minnesota,[u'Society'],"Public Works special assessments to begin collection on 2015 property taxes. For more information on the special assessment process in Minneapolis, see the City website .",2015,2015-2016,[u'City of Minneapolis'],5e115180-51fe-42b8-83c0-adbec2a9fe93,,44.8909681493227 -93.3287098886709 45.0510011973899 -93.3287098886709 45.0510011973899 -93.2047120972542 44.8909681493227 -93.2047120972542 44.8909681493227 -93.3287098886709,2015,[u'City of Minneapolis'],5e115180-51fe-42b8-83c0-adbec2a9fe93,44.8909681493227 -93.3287098886709 45.0510011973899 -93.2047120972542,"Public Works Special Assessments: Minneapolis, Minnesota, 2015",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,5e115180-51fe-42b8-83c0-adbec2a9fe93,Dataset
Point,2016-12-30T13:41:44Z,"ENVELOPE(-93.4005779999999, -93.108423, 45.0839150000001, 44.7557310000001)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/88863dfa14a04ecb9dc6cf631a277f84_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/16/a0/7d/5e0e094985b03fb150ac21a614/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Fires_Reported_2013/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/88863dfa14a04ecb9dc6cf631a277f84_0.zip""}",Public,16a07d5e-0e09-4985-b03f-b150ac21a614,Minnesota,[u'Society'],For questions about this data please contact FireOpenData@minneapolismn.gov Reported fires in the City of Minneapolis for 2013.,2015,2013-2014,[u'City of Minneapolis'],16a07d5e-0e09-4985-b03f-b150ac21a614,,44.7557310000001 -93.4005779999999 45.0839150000001 -93.4005779999999 45.0839150000001 -93.108423 44.7557310000001 -93.108423 44.7557310000001 -93.4005779999999,2013,[u'City of Minneapolis'],16a07d5e-0e09-4985-b03f-b150ac21a614,44.7557310000001 -93.4005779999999 45.0839150000001 -93.108423,"Fires Reported: Minneapolis, Minnesota, 2013",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,16a07d5e-0e09-4985-b03f-b150ac21a614,Dataset
Point,2016-12-30T13:41:50Z,"ENVELOPE(-93.3275289526186, -93.2045765396812, 45.0502068927368, 44.8909302585858)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/82b505b7a6004caca5f53bbe61e71366_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/d5/10/32/a2916e49b993c5759295e2082b/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Snow_Emergency_Grant_Tags_2015/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/82b505b7a6004caca5f53bbe61e71366_0.zip""}",Public,d51032a2-916e-49b9-93c5-759295e2082b,Minnesota,[u'Location'],"This is the information about the number and location of tags (parking tickets) during this snow emergency. Tag data will be retained for all Snow Emergencies in each snow season, until there is five full seasons of snow emergencies. Disclaimer: At this point we only have the tag data enclosed for day 2 and day 3 the snow emergencies. Day 1 tag data is collected manually and is not available at this time electronically. There is also an expected address error rate of between 5 and 10 percent.",2015,2015-2016,[u'City of Minneapolis'],d51032a2-916e-49b9-93c5-759295e2082b,,44.8909302585858 -93.3275289526186 45.0502068927368 -93.3275289526186 45.0502068927368 -93.2045765396812 44.8909302585858 -93.2045765396812 44.8909302585858 -93.3275289526186,2015,[u'City of Minneapolis'],d51032a2-916e-49b9-93c5-759295e2082b,44.8909302585858 -93.3275289526186 45.0502068927368 -93.2045765396812,"Snow Emergency Grant Tags: Minneapolis, Minnesota, 2015",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,d51032a2-916e-49b9-93c5-759295e2082b,Dataset
Point,2016-12-30T13:42:40Z,"ENVELOPE(-93.4208329996097, -93.0589679999323, 45.0608120002802, 44.8625850003101)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/2cd887d6fdd0466b8105ec60347e6645_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/3b/a6/a0/8a10994854bd27c41f04fbeb81/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/FiresReported2014/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/2cd887d6fdd0466b8105ec60347e6645_0.zip""}",Public,3ba6a08a-1099-4854-bd27-c41f04fbeb81,Minnesota,[u'Society'],For questions about this data please contact FireOpenData@minneapolismn.gov Reported fires in the City of Minneapolis for 2014.,2014,2014-2015,[u'City of Minneapolis'],3ba6a08a-1099-4854-bd27-c41f04fbeb81,,44.8625850003101 -93.4208329996097 45.0608120002802 -93.4208329996097 45.0608120002802 -93.0589679999323 44.8625850003101 -93.0589679999323 44.8625850003101 -93.4208329996097,2014,[u'City of Minneapolis'],3ba6a08a-1099-4854-bd27-c41f04fbeb81,44.8625850003101 -93.4208329996097 45.0608120002802 -93.0589679999323,"Fires Reported: Minneapolis, Minnesota, 2014",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,3ba6a08a-1099-4854-bd27-c41f04fbeb81,Dataset
Mixed,2016-12-30T13:41:43Z,"ENVELOPE(-93.3299541473494, -93.1887148407467, 45.0521128532281, 44.890711429396)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/0b2bdda8493c47f088100f831885bdce_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/d6/14/89/11b9884631833f6e5f5e338b72/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Water_Bodies/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/0b2bdda8493c47f088100f831885bdce_0.zip""}",Public,d6148911-b988-4631-833f-6e5f5e338b72,Minnesota,"[u'Environment', u'Inland Waters']","The major water bodies within the Minneapolis city limits. Includes polygons for the Mississippi River, major lakes, and streams. If there are any issues with the data in this map, service, or shapefile please contact the Minneapolis GIS office .",2015,2015-2016,[u'City of Minneapolis'],d6148911-b988-4631-833f-6e5f5e338b72,,44.890711429396 -93.3299541473494 45.0521128532281 -93.3299541473494 45.0521128532281 -93.1887148407467 44.890711429396 -93.1887148407467 44.890711429396 -93.3299541473494,2015,[u'City of Minneapolis'],d6148911-b988-4631-833f-6e5f5e338b72,44.890711429396 -93.3299541473494 45.0521128532281 -93.1887148407467,"Water: Minneapolis, Minnesota, 2015",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,d6148911-b988-4631-833f-6e5f5e338b72,Dataset
Mixed,2016-12-30T13:42:08Z,"ENVELOPE(-93.323370010897, -93.2017994266426, 45.0239950426449, 44.8896350955535)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/2113474edb914df9a3b4f1dde5c330df_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/99/da/cc/af3bd94c18871014ff0986357f/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Commercial_Corridors/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/2113474edb914df9a3b4f1dde5c330df_0.zip""}",Public,99daccaf-3bd9-4c18-8710-14ff0986357f,Minnesota,[u'Planning and Cadastral'],For questions about this data please contact CPEDOpenData@minneapolismn.gov Designated land use features from the City's adopted comprehensive plan.,2015,2015-2016,[u'City of Minneapolis'],99daccaf-3bd9-4c18-8710-14ff0986357f,,44.8896350955535 -93.323370010897 45.0239950426449 -93.323370010897 45.0239950426449 -93.2017994266426 44.8896350955535 -93.2017994266426 44.8896350955535 -93.323370010897,2015,[u'City of Minneapolis'],99daccaf-3bd9-4c18-8710-14ff0986357f,44.8896350955535 -93.323370010897 45.0239950426449 -93.2017994266426,"Commercial Corridors: Minneapolis, Minnesota, 2015",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,99daccaf-3bd9-4c18-8710-14ff0986357f,Dataset
Point,2016-12-30T13:41:43Z,"ENVELOPE(-93.329043, -93.198584, 45.051213, 44.868162)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/fires-confirmed-2015"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/00/1b/24/ba3fe54523a36387cbd35a66a6/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/FireConfirmedPublic2015/FeatureServer/0/"",""http://schema.org/downloadUrl"":""https://opendata.arcgis.com/datasets/c0103977912b452ebab83a044b1c28aa_0.zip""}",Public,001b24ba-3fe5-4523-a363-87cbd35a66a6,Minnesota,[u'Society'],For questions about this data please contact FireOpenData@minneapolismn.gov Confirmed fires in the City of Minneapolis for 2015,2015,2015-2016,[u'City of Minneapolis'],001b24ba-3fe5-4523-a363-87cbd35a66a6,,44.868162 -93.329043 45.051213 -93.329043 45.051213 -93.198584 44.868162 -93.198584 44.868162 -93.329043,2015,[u'City of Minneapolis'],001b24ba-3fe5-4523-a363-87cbd35a66a6,44.868162 -93.329043 45.051213 -93.198584,"Fires Confirmed: Minneapolis, Minnesota, 2015",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,001b24ba-3fe5-4523-a363-87cbd35a66a6,Dataset
